"Subject","Activity","tBa-X-Mean","tBa-Y-Mean","tBa-Z-Mean","tBa-X-Std","tBa-Y-Std","tBa-Z-Std","tGa-X-Mean","tGa-Y-Mean","tGa-Z-Mean","tGa-X-Std","tGa-Y-Std","tGa-Z-Std","tBaJ-X-Mean","tBaJ-Y-Mean","tBaJ-Z-Mean","tBaJ-X-Std","tBaJ-Y-Std","tBaJ-Z-Std","tBg-X-Mean","tBg-Y-Mean","tBg-Z-Mean","tBg-X-Std","tBg-Y-Std","tBg-Z-Std","tBgJ-X-Mean","tBgJ-Y-Mean","tBgJ-Z-Mean","tBgJ-X-Std","tBgJ-Y-Std","tBgJ-Z-Std","tBaM-Mean","tBaM-Std","tGaM-Mean","tGaM-Std","tBaJM-Mean","tBaJM-Std","tBgM-Mean","tBgM-Std","tBgJM-Mean","tBgJM-Std","fBa-X-Mean","fBa-Y-Mean","fBa-Z-Mean","fBa-X-Std","fBa-Y-Std","fBa-Z-Std","fBa-F-X-Mean","fBa-F-Y-Mean","fBa-F-Z-Mean","fBaJ-X-Mean","fBaJ-Y-Mean","fBaJ-Z-Mean","fBaJ-X-Std","fBaJ-Y-Std","fBaJ-Z-Std","fBaJ-F-X-Mean","fBaJ-F-Y-Mean","fBaJ-F-Z-Mean","fBg-X-Mean","fBg-Y-Mean","fBg-Z-Mean","fBg-X-Std","fBg-Y-Std","fBg-Z-Std","fBg-F-X-Mean","fBg-F-Y-Mean","fBg-F-Z-Mean","fBaM-Mean","fBaM-Std","fBBaJM-Mean","fBBaJM-Std","fBBgM-Mean","fBBgM-Std","fBBgJM-Mean","fBBgJM-Std","V-tBa-G-Mean","V-tBaJ-G-Mean","V-tBg-G-Mean","V-tBgJ-G-Mean","V-G-X-Mean","V-G-Y-Mean","V-G-Z-Mean"
"16","Standing","0.28349740","-0.0165999673","-0.103657729","-0.9890768118","-0.9602982677","-0.9534689617"," 0.94158775","-0.0578867045","-0.1667374682","-0.98535969","-0.98055244","-0.95956283","0.073643891"," 1.2076795e-02","-4.7631056e-03","-0.9910264974","-0.9826219547","-0.988073826","-0.0299337294","-0.0686677330"," 0.08673427088","-0.973400108","-0.9801102773","-0.982357006","-0.100107333","-0.042498224","-0.0544335294","-0.987102323","-0.992589441","-0.9926985229","-0.96994882513","-0.957294494","-0.96994882513","-0.957294494","-0.9892052318","-0.986761551","-0.9725281782","-0.964105768","-0.992848576","-0.990809427","-0.989427671","-0.9693140153","-0.969999504","-0.9891006206","-0.9581743101","-0.948540267","-0.01623713760"," 0.0673569419"," 0.05251587140","-0.9910386390","-0.9824254040","-0.986091892","-0.9918471496","-0.9842364622","-0.9886579603"," 0.2674524621","-1.1075703e-02","-0.0052777788","-0.973157352","-0.983594245","-0.983639270","-0.97392689","-0.978402419","-0.983527402","-0.1175701396","-0.1801889224"," 0.00791532346","-0.9710825581","-0.95717357192","-0.9865026879","-0.985912717","-0.97544863218","-0.963574736","-0.991172430","-0.990672801"," 5.9179800e-03"," 0.04100771425"," 0.03680863855","-3.8455120e-03","-0.78861352"," 1.2330238e-01"," 0.13868731496"
"17","Standing","0.27794250","-0.0174120064","-0.111432146","-0.9911639199","-0.9681766637","-0.9704626792"," 0.90467855","-0.2574868179","-0.2026877570","-0.98575137","-0.97581048","-0.96917176","0.074086496"," 6.5785345e-03","-4.0359959e-03","-0.9920940055","-0.9866612597","-0.991217027","-0.0269576937","-0.0770632126"," 0.08805618694","-0.981373083","-0.9851211646","-0.985538363","-0.101289169","-0.040451875","-0.0546331331","-0.989257196","-0.993699909","-0.9923270995","-0.97763598141","-0.975377310","-0.97763598141","-0.975377310","-0.9917427536","-0.990363248","-0.9781845765","-0.977680837","-0.993672974","-0.992372117","-0.990927534","-0.9741705695","-0.980231576","-0.9913185283","-0.9664273238","-0.966999001","-0.03255325458"," 0.0455207737"," 0.10758473366","-0.9921292258","-0.9862783424","-0.989563633","-0.9927753777","-0.9882003495","-0.9914503777"," 0.2571181963"," 7.3998732e-02"," 0.0847226210","-0.980696264","-0.987334041","-0.985954978","-0.98179132","-0.983946585","-0.986725275","-0.1390346127","-0.1627367195"," 0.06017968141","-0.9809677482","-0.97550484064","-0.9901627988","-0.989472087","-0.98429113154","-0.977263419","-0.992723939","-0.992177304"," 1.5114247e-02"," 0.00301967217"," 0.04438216933"," 7.0456803e-02","-0.66226282"," 2.6021751e-01"," 0.16422652064"
"18","Standing","0.27845881","-0.0166353518","-0.108453356","-0.9920197627","-0.9542234363","-0.9618739092"," 0.94757324","-0.2042063210","-0.0485767107","-0.99427008","-0.98133594","-0.97604429","0.075353948"," 1.0469872e-02","-1.8164048e-03","-0.9894366738","-0.9752778368","-0.988455249","-0.0265873249","-0.0732260128"," 0.08431906756","-0.962254250","-0.9804171342","-0.972820403","-0.098717402","-0.040657341","-0.0532384453","-0.981970966","-0.991151973","-0.9862590158","-0.97260749534","-0.972285545","-0.97260749534","-0.972285545","-0.9859652937","-0.986015286","-0.9630067932","-0.959797118","-0.988685955","-0.988519666","-0.990409919","-0.9612391355","-0.975772814","-0.9927890685","-0.9529119948","-0.957216178"," 0.01566957607","-0.0437104539","-0.01764215326","-0.9895449712","-0.9752436896","-0.986265654","-0.9902879334","-0.9771790322","-0.9892758390"," 0.2002959397","-1.5743202e-01"," 0.0040896606","-0.964428926","-0.983561160","-0.974294413","-0.96227271","-0.978801848","-0.974822590","-0.2500593010","-0.2644984621","-0.10045619056","-0.9767976460","-0.97326485356","-0.9849870732","-0.986277357","-0.97235259301","-0.959113457","-0.988960669","-0.988407465"," 9.9171668e-03"," 0.00063683923","-0.03252805810","-6.8058849e-03","-0.77468191"," 2.2314183e-01"," 0.05570669271"
"19","Standing","0.27817226","-0.0154244057","-0.109041905","-0.9899109968","-0.9444302707","-0.9525996540"," 0.94404584","-0.2238978078"," 0.1306437178","-0.99241154","-0.97142661","-0.95886204","0.075412037"," 9.9133827e-03"," 1.2921633e-03","-0.9847920352","-0.9705432766","-0.986142492","-0.0250905740","-0.0631429827"," 0.07105201801","-0.946109712","-0.9695763237","-0.960734258","-0.099046789","-0.042291853","-0.0523769867","-0.975126687","-0.988096672","-0.9834539112","-0.96050568356","-0.962549342","-0.96050568356","-0.962549342","-0.9830689236","-0.979640838","-0.9417450411","-0.937951032","-0.985801638","-0.983069428","-0.987352048","-0.9528728725","-0.968543352","-0.9911616714","-0.9431937551","-0.947753962"," 0.04241640448","-0.0362605168"," 0.02610120906","-0.9850395962","-0.9700113459","-0.983463295","-0.9859137223","-0.9735885178","-0.9875245875"," 0.1991359435","-1.1251381e-01"," 0.0286308635","-0.947865639","-0.975061672","-0.965100636","-0.94660705","-0.966967238","-0.963212792","-0.2836654699","-0.2917969637","-0.11397642785","-0.9689107888","-0.96425911082","-0.9791354127","-0.979179149","-0.95857812959","-0.936723548","-0.984536610","-0.982228582"," 1.3494270e-02"," 0.00551845563"," 0.01347634486"," 3.6368982e-02","-0.76209297"," 2.3685818e-01","-0.06907737829"
"20","Standing","0.27807690","-0.0180695049","-0.100402760","-0.9672099612","-0.8754104111","-0.9131424816"," 0.91123175","-0.3059387167"," 0.0708655286","-0.98191694","-0.95746272","-0.94243733","0.076355616"," 1.1693022e-02","-6.1368194e-03","-0.9595283322","-0.9356056510","-0.958936311","-0.0241335050","-0.0698308924"," 0.07736714487","-0.886749173","-0.9039139407","-0.907343325","-0.102049133","-0.043215240","-0.0518152247","-0.921644240","-0.947633071","-0.9486698548","-0.92240685740","-0.910672095","-0.92240685740","-0.910672095","-0.9566248990","-0.938454372","-0.8836750286","-0.843683410","-0.947936501","-0.926328788","-0.961932729","-0.8981942125","-0.929985825","-0.9698061789","-0.8725254095","-0.910995860","-0.07327938889","-0.1647706755","-0.01038017289","-0.9597104893","-0.9357175541","-0.952741108","-0.9630989115","-0.9404741789","-0.9639730977"," 0.0982414306","-3.1612117e-01","-0.0782931603","-0.881019425","-0.910649141","-0.911409912","-0.89052571","-0.901237500","-0.914872014","-0.3581927627","-0.3600720922","-0.23515061868","-0.9212255952","-0.91865188027","-0.9400078971","-0.936025033","-0.87943767479","-0.849127347","-0.929600007","-0.927225720"," 1.4621625e-02"," 0.00600846000","-0.02244809028"," 2.4985299e-02","-0.69701143"," 2.9546132e-01","-0.02752595077"
"21","Standing","0.27695224","-0.0167084730","-0.110417856","-0.9814199611","-0.9436016254","-0.9461234071"," 0.88121334","-0.3461555589","-0.2076856898","-0.98290667","-0.97768142","-0.95859000","0.075454386"," 1.0062117e-02","-3.3209367e-03","-0.9770633501","-0.9639214582","-0.977915677","-0.0191731896","-0.0738115865"," 0.08648632654","-0.962514526","-0.9559791927","-0.959327022","-0.103199796","-0.040430076","-0.0538211740","-0.971866495","-0.976815894","-0.9754272593","-0.95877429809","-0.956919898","-0.95877429809","-0.956919898","-0.9747651619","-0.971606515","-0.9498371518","-0.945614402","-0.976857084","-0.976153688","-0.978327686","-0.9496949043","-0.960274142","-0.9828928366","-0.9435451575","-0.942458908","-0.08500761603"," 0.0366345351"," 0.02921190552","-0.9768030107","-0.9645030155","-0.974780645","-0.9795304854","-0.9660240760","-0.9797233397"," 0.1560724485","-1.1577347e-01","-0.0494048594","-0.956989964","-0.960082591","-0.959432562","-0.96453032","-0.954080914","-0.963124572","-0.1879745678","-0.2488112832","-0.07964306819","-0.9622913342","-0.96004184438","-0.9706342964","-0.971926117","-0.95672302236","-0.947763173","-0.976126761","-0.977706620"," 1.6999990e-02","-0.02312093835","-0.08632320094"," 7.7172973e-02","-0.61123563"," 3.2213621e-01"," 0.16645287899"
"22","Standing","0.27905386","-0.0158563207","-0.104967424","-0.9850005271","-0.9226932884","-0.9422016552"," 0.95406430","-0.2264187737"," 0.0323824978","-0.99282730","-0.97108074","-0.95889020","0.075232289"," 1.0728696e-02","-6.2629165e-03","-0.9756390806","-0.9523034940","-0.981478065","-0.0275201762","-0.0690067688"," 0.07334665632","-0.917837043","-0.9647146729","-0.960582510","-0.097501347","-0.042099873","-0.0513179246","-0.949716029","-0.984900134","-0.9797535724","-0.95480766127","-0.939866315","-0.95480766127","-0.939866315","-0.9758760065","-0.958825095","-0.9316243040","-0.900776556","-0.978603529","-0.966086148","-0.980373909","-0.9291613876","-0.957101794","-0.9874003060","-0.9236575584","-0.938409885"," 0.00672335973","-0.1223879986","-0.04277937640","-0.9749692148","-0.9521414541","-0.977567431","-0.9787730010","-0.9561699643","-0.9843052383"," 0.2271032061","-2.4321129e-01","-0.0266151296","-0.917018099","-0.970682440","-0.962327765","-0.91985178","-0.962172737","-0.963652779","-0.3912329799","-0.3744600473","-0.17719657960","-0.9490444830","-0.94373913524","-0.9597438779","-0.956653960","-0.93206527079","-0.900222411","-0.968377798","-0.965344727"," 4.6264132e-03"," 0.01943333145"," 0.03116520051","-4.8664816e-02","-0.78845156"," 2.3843730e-01","-0.00076515171"
"23","Standing","0.27789932","-0.0177475548","-0.110597018","-0.9854215196","-0.9584444925","-0.9294097451"," 0.91985713","-0.1174013597","-0.2236311809","-0.98461038","-0.98481865","-0.94719973","0.075020648"," 1.0586152e-02","-5.2926091e-03","-0.9831419590","-0.9752199837","-0.973595215","-0.0327397745","-0.0652264793"," 0.08168889991","-0.942011240","-0.9480747609","-0.962389689","-0.098148105","-0.041677417","-0.0548226278","-0.972770702","-0.972509523","-0.9846545165","-0.95721226706","-0.951669857","-0.95721226706","-0.951669857","-0.9786714854","-0.974811528","-0.9384302934","-0.923796566","-0.976399253","-0.972387365","-0.983627197","-0.9628318253","-0.945170569","-0.9863333856","-0.9580424112","-0.926110099","-0.00428156514"," 0.0025202669","-0.00225195262","-0.9832832521","-0.9751765616","-0.969610230","-0.9845316422","-0.9771579978","-0.9762413159"," 0.2011799075","-8.7829593e-02","-0.0988283244","-0.947510436","-0.952781165","-0.967939565","-0.94169852","-0.945871186","-0.964249922","-0.2915959249","-0.1978349865","-0.16398697280","-0.9579861771","-0.95529135647","-0.9737981557","-0.975053687","-0.94458382971","-0.924805421","-0.972598811","-0.973849691"," 1.1879002e-02"," 0.01561688963"," 0.01765894178","-7.0332620e-02","-0.75377324"," 1.6403094e-01"," 0.18009897251"
"24","Standing","0.28034888","-0.0144785340","-0.108222554","-0.9872558712","-0.9368719743","-0.9302835301"," 0.96644228","-0.1452013009","-0.0530585404","-0.99219759","-0.96815539","-0.94618495","0.074617742"," 1.0983969e-02","-3.5877490e-03","-0.9805738368","-0.9677456387","-0.977716355","-0.0278611511","-0.0692546674"," 0.07712461494","-0.960738660","-0.9672985187","-0.969958678","-0.099194772","-0.043173861","-0.0517180380","-0.975856809","-0.981983572","-0.9832768835","-0.95006101768","-0.947901012","-0.95006101768","-0.947901012","-0.9776209539","-0.973108343","-0.9545185941","-0.953104779","-0.982387269","-0.979995719","-0.984183634","-0.9489701584","-0.953817599","-0.9888518535","-0.9344547913","-0.923802468"," 0.10532073668","-0.0931357414"," 0.00146072794","-0.9811616406","-0.9677205925","-0.974170468","-0.9817216910","-0.9702281842","-0.9799367409"," 0.2070884436","-1.3194780e-01"," 0.0814773750","-0.958540187","-0.970426494","-0.970133388","-0.96188570","-0.965798056","-0.972688652","-0.2895534376","-0.1290269641","-0.06506134440","-0.9600660881","-0.94952255638","-0.9722513552","-0.973195510","-0.96392231420","-0.954407177","-0.981119238","-0.979755100"," 1.2943744e-02"," 0.02083738981","-0.03555830039"," 1.2171928e-03","-0.85786525"," 1.8290839e-01"," 0.05867534242"
"25","Standing","0.27801370","-0.0163569730","-0.107352958","-0.9919701268","-0.9545692259","-0.9646426881"," 0.92979473","-0.1593167865"," 0.2011821065","-0.99314827","-0.98064297","-0.96779258","0.075233730"," 6.6321398e-03","-6.2280879e-03","-0.9883126584","-0.9722724105","-0.987062685","-0.0247946751","-0.0698876853"," 0.08526854382","-0.971357421","-0.9767576211","-0.971814139","-0.100473698","-0.041829463","-0.0556979056","-0.977909694","-0.987242140","-0.9807222945","-0.97266359216","-0.968075629","-0.97266359216","-0.968075629","-0.9846470712","-0.982637081","-0.9670774428","-0.959884274","-0.985091991","-0.983230810","-0.990093203","-0.9598461891","-0.974051231","-0.9928517432","-0.9541793300","-0.962123740"," 0.03435282285"," 0.0009277035"," 0.19538768304","-0.9884046549","-0.9725544530","-0.984832251","-0.9893398908","-0.9740295035","-0.9878980484"," 0.1863955110","-1.0816639e-01"," 0.0868078890","-0.968078525","-0.978399885","-0.970456863","-0.97266417","-0.975960666","-0.974982088","-0.1858026504","-0.2249339972","-0.06993447129","-0.9723553932","-0.97020366041","-0.9822941708","-0.982083315","-0.96897249959","-0.961090397","-0.984017830","-0.983098936","-6.0931546e-03"," 0.01272704866"," 0.00518333307"," 2.5998462e-02","-0.74525626"," 1.9258486e-01","-0.12020538237"
"26","Standing","0.28112704","-0.0166608307","-0.110237796","-0.9930693688","-0.9494661554","-0.9629884014"," 0.96546089","-0.1403154218"," 0.0884142682","-0.99267878","-0.96698643","-0.96422847","0.075357821"," 8.1732226e-03","-2.1949778e-03","-0.9904983550","-0.9759354854","-0.986693449","-0.0245345838","-0.0731385763"," 0.07767067814","-0.973785111","-0.9824081427","-0.974891361","-0.100355997","-0.040901199","-0.0532541948","-0.978472409","-0.989766990","-0.9859925032","-0.96851169432","-0.962697299","-0.96851169432","-0.962697299","-0.9869852136","-0.982626253","-0.9686739555","-0.962653586","-0.988544825","-0.984253792","-0.991993372","-0.9584023178","-0.973215155","-0.9937024084","-0.9478296774","-0.960027796"," 0.09101912694"," 0.0021618487"," 0.14551175668","-0.9905869822","-0.9762670586","-0.984563921","-0.9912756620","-0.9773549495","-0.9874280862"," 0.2676598987","-8.5458542e-02"," 0.0492957975","-0.969364269","-0.983885910","-0.974459324","-0.97532165","-0.981740873","-0.977351005","-0.1664150012","-0.1186596093","-0.01208591352","-0.9706052504","-0.96390929932","-0.9828768895","-0.981129313","-0.97233310865","-0.962967606","-0.985762256","-0.983313996","-5.2148995e-03"," 0.02723842169"," 0.02567196345"," 1.1571791e-02","-0.85315077"," 1.7963974e-01","-0.03984289296"
"27","Standing","0.27956692","-0.0165932364","-0.107835818","-0.9919515835","-0.9551714190","-0.9624084449"," 0.96535149","-0.1885048474","-0.0055741688","-0.99401216","-0.97964105","-0.96816995","0.074969981"," 1.2243331e-02","-1.3795030e-03","-0.9876283620","-0.9758297250","-0.987354788","-0.0267316539","-0.0675071201"," 0.07168414632","-0.969902007","-0.9824989911","-0.981281807","-0.098760508","-0.041747175","-0.0514039190","-0.982642450","-0.990798008","-0.9889703575","-0.97275328737","-0.966360115","-0.97275328737","-0.966360115","-0.9853476201","-0.984159090","-0.9687029566","-0.965693334","-0.989532104","-0.988819784","-0.990121812","-0.9613561411","-0.974146245","-0.9928758252","-0.9543816064","-0.958924794"," 0.13780485515"," 0.0654583122"," 0.09125639793","-0.9877717494","-0.9758686800","-0.985111376","-0.9886068100","-0.9776055820","-0.9882082623"," 0.2961437276","-3.2923098e-02"," 0.0554795015","-0.970149629","-0.983731873","-0.980862493","-0.97022184","-0.981857757","-0.983105049","-0.2468196256","-0.1390560867"," 0.05763026999","-0.9731861824","-0.96752910513","-0.9841516460","-0.983022278","-0.97552556563","-0.965400170","-0.989418483","-0.988579092"," 1.7212057e-02"," 0.03469933958","-0.03700329040"," 1.7851092e-03","-0.83342256"," 2.1236969e-01"," 0.02560136879"
"28","Standing","0.27779507","-0.0172635125","-0.106579385","-0.9777486386","-0.8756892168","-0.9051238242"," 0.94851485","-0.2476561666","-0.0385830502","-0.99005943","-0.96280144","-0.95178218","0.075313160"," 9.0736322e-03","-2.6781008e-03","-0.9686045596","-0.9337681751","-0.969765362","-0.0253281544","-0.0739001647"," 0.08651731110","-0.884032232","-0.9400063201","-0.925491443","-0.102248409","-0.043136466","-0.0525896252","-0.928343398","-0.972977007","-0.9564971637","-0.92547165165","-0.917658334","-0.92547165165","-0.917658334","-0.9595519875","-0.954068392","-0.8942424696","-0.876917546","-0.959681019","-0.956266480","-0.972519802","-0.8934303927","-0.934503028","-0.9802674900","-0.8744692656","-0.897600801"," 0.00035535268","-0.1354306391","-0.12632535967","-0.9685137152","-0.9351689784","-0.964751239","-0.9716727967","-0.9369912803","-0.9735720519"," 0.1468908487","-3.5062782e-01","-0.1196064627","-0.880426103","-0.948160785","-0.926655192","-0.88670677","-0.936101609","-0.932039083","-0.3164500504","-0.3593116404","-0.19761629707","-0.9291464794","-0.92385715823","-0.9527277652","-0.954963155","-0.90965243633","-0.878459662","-0.958758577","-0.955983425"," 7.6099503e-03"," 0.01505054033","-0.08411602343"," 6.9070133e-02","-0.76717407"," 2.5299690e-01"," 0.04844233987"
"29","Standing","0.27796507","-0.0172605869","-0.108659067","-0.9960686354","-0.9692957211","-0.9802074889"," 0.97450873","-0.0584871536"," 0.0316145850","-0.99676423","-0.98513403","-0.98446454","0.075305253"," 1.1510498e-02"," 3.3289499e-04","-0.9936528206","-0.9833381578","-0.990593860","-0.0276075573","-0.0721060679"," 0.08275837685","-0.977994820","-0.9903648763","-0.983368643","-0.098870151","-0.040511058","-0.0544926306","-0.983293062","-0.995533113","-0.9906857054","-0.98474531892","-0.981745713","-0.98474531892","-0.981745713","-0.9907854195","-0.990495690","-0.9806573405","-0.975358665","-0.992144699","-0.991453632","-0.995024040","-0.9733457705","-0.984096025","-0.9966045703","-0.9682785531","-0.978802974"," 0.12867848944"," 0.0047342003"," 0.17452453155","-0.9937369060","-0.9831949806","-0.988541579","-0.9941234235","-0.9847827823","-0.9913163746"," 0.3032549101","-5.5873724e-02"," 0.1485967450","-0.974485450","-0.991586674","-0.983654714","-0.97916256","-0.989643721","-0.984714226","-0.1051034214","-0.1498541926","-0.02355387989","-0.9845480948","-0.98224771600","-0.9897938926","-0.990327935","-0.98087972292","-0.975938729","-0.991672052","-0.991516778","-1.4821622e-02"," 0.02174204399"," 0.03031037825"," 1.8560418e-02","-0.92351576"," 1.2379290e-01","-0.00032769846"
"30","Standing","0.27711270","-0.0170163888","-0.108756210","-0.9775594269","-0.8916545271","-0.9128505969"," 0.96855671","-0.1002968042"," 0.0243044363","-0.99642092","-0.95814576","-0.94920737","0.075241447"," 1.2086042e-02"," 1.9084146e-03","-0.9684307453","-0.9573188814","-0.968897316","-0.0276138535","-0.0670334380"," 0.08025147542","-0.911408518","-0.9407054122","-0.930834684","-0.099716023","-0.043775970","-0.0520307176","-0.960119074","-0.968135006","-0.9708456707","-0.93057357492","-0.916570441","-0.93057357492","-0.916570441","-0.9712251902","-0.950762271","-0.9138905649","-0.887247637","-0.972995274","-0.955995672","-0.972014051","-0.9194751212","-0.938089775","-0.9804265758","-0.8855727817","-0.907286793","-0.05327921655","-0.2378598199","-0.02885344788","-0.9678575893","-0.9574348875","-0.962892628","-0.9722167286","-0.9604423605","-0.9739543383"," 0.0608341047","-2.6598037e-01","-0.0606641528","-0.915742855","-0.945628837","-0.937798125","-0.91171816","-0.939469774","-0.935176885","-0.3935261610","-0.3023487104","-0.24863116803","-0.9320474507","-0.92173323305","-0.9533576159","-0.946639847","-0.91744941729","-0.888872228","-0.959242165","-0.955008564"," 1.7281437e-02"," 0.00416689159"," 0.05155307299"," 3.2884182e-02","-0.87815909"," 1.5228594e-01"," 0.00469988878"
" 1","Laying","0.22159824","-0.0405139534","-0.113203554","-0.9280564692","-0.8368274056","-0.8260614016","-0.24888180"," 0.7055497735"," 0.4458177198","-0.89683002","-0.90772001","-0.85236629","0.081086534"," 3.8382040e-03"," 1.0834236e-02","-0.9584821120","-0.9241492736","-0.954855111","-0.0165530940","-0.0644861241"," 0.14868943626","-0.873543868","-0.9510904402","-0.908284663","-0.107270949","-0.041517287","-0.0740501211","-0.918608521","-0.967907244","-0.9577901596","-0.84192915250","-0.795144864","-0.84192915250","-0.795144864","-0.9543962646","-0.928245628","-0.8747595480","-0.819010170","-0.963461030","-0.935840983","-0.939099052","-0.8670652052","-0.882666876","-0.9244374346","-0.8336255561","-0.812891559","-0.15879267051"," 0.0975348416"," 0.08943765522","-0.9570738838","-0.9224626098","-0.948060904","-0.9641607086","-0.9322178704","-0.9605869872"," 0.1324190924"," 2.4513619e-02"," 0.0243879453","-0.850249175","-0.952191495","-0.909302721","-0.88229645","-0.951232049","-0.916582508","-0.0035467959","-0.0915291309"," 0.01045812566","-0.8617676481","-0.79830094040","-0.9333003608","-0.921803976","-0.86219018540","-0.824319440","-0.942366947","-0.932660668"," 2.1365966e-02"," 0.00306040735","-0.00166698470"," 8.4437165e-02"," 0.42670623","-5.2034382e-01","-0.35241310896"
" 2","Laying","0.28137340","-0.0181587398","-0.107245610","-0.9740594648","-0.9802773987","-0.9842332969","-0.50975424"," 0.7525366394"," 0.6468348796","-0.95901444","-0.98821187","-0.98423042","0.082597251"," 1.2254788e-02","-1.8026490e-03","-0.9858721688","-0.9831725412","-0.988442014","-0.0184766067","-0.1118008246"," 0.14488284610","-0.988275233","-0.9822916090","-0.960306560","-0.101974134","-0.035859018","-0.0701783021","-0.993235849","-0.989567538","-0.9880358213","-0.97743548521","-0.972873913","-0.97743548521","-0.972873913","-0.9877416960","-0.985518076","-0.9500115696","-0.961164054","-0.991767074","-0.989718095","-0.976725060","-0.9798008779","-0.984380982","-0.9732464821","-0.9810251056","-0.984792185","-0.14648279259"," 0.2572894655"," 0.40253255340","-0.9858136308","-0.9827682504","-0.986197135","-0.9872502558","-0.9849873929","-0.9893453685"," 0.1598083286"," 1.2120642e-01"," 0.1905582181","-0.986431142","-0.983321635","-0.962671887","-0.98886069","-0.981910616","-0.963174222"," 0.1026113194"," 0.0422806684"," 0.05529859865","-0.9751101965","-0.97512138792","-0.9853741148","-0.984568489","-0.97211297271","-0.961098379","-0.990248702","-0.989492660"," 5.7918096e-03","-0.00635557647"," 0.06528601081","-2.9371009e-02"," 0.61742342","-5.1973255e-01","-0.47892823396"
" 3","Laying","0.27551685","-0.0189556785","-0.101300478","-0.9827766392","-0.9620575445","-0.9636910348","-0.24175848"," 0.8370320997"," 0.4887031852","-0.98251219","-0.98120275","-0.96480754","0.076981113"," 1.3804101e-02","-4.3562587e-03","-0.9808793148","-0.9687107247","-0.982093163","-0.0208170540","-0.0718507159"," 0.13799956111","-0.974545752","-0.9772726537","-0.963505609","-0.100044499","-0.038977177","-0.0687338700","-0.980328645","-0.986762742","-0.9833382795","-0.97279134613","-0.964218176","-0.97279134613","-0.964218176","-0.9794845934","-0.976121298","-0.9515647515","-0.954275111","-0.986713625","-0.983139256","-0.980665609","-0.9611699829","-0.968332142","-0.9836911290","-0.9640946042","-0.963279080","-0.07395264399"," 0.2384707514"," 0.21697167167","-0.9805132023","-0.9687521137","-0.979122344","-0.9831226160","-0.9710440127","-0.9837119047"," 0.1759785544","-1.3177496e-02"," 0.0448196906","-0.970167263","-0.978099682","-0.962341961","-0.97598643","-0.977032495","-0.967256854","-0.0822166454","-0.0266820109"," 0.14768645555","-0.9655242752","-0.96835021742","-0.9759495979","-0.975305378","-0.96458672484","-0.955441856","-0.984278251","-0.982568158"," 1.7895938e-02"," 0.01664795344"," 0.04558747659"," 3.1726168e-02"," 0.42350586","-6.3006285e-01","-0.34624307048"
" 4","Laying","0.26355921","-0.0150031841","-0.110688150","-0.9541937389","-0.9417140424","-0.9626673148","-0.42066466"," 0.9151651043"," 0.3415313106","-0.92119997","-0.96981664","-0.97617661","0.093449422"," 6.9331321e-03","-6.4105433e-03","-0.9783027811","-0.9422094883","-0.978511984","-0.0092315635","-0.0930128181"," 0.16972040409","-0.973102422","-0.9611092919","-0.962073755","-0.105019878","-0.038123043","-0.0712156288","-0.975103204","-0.986855630","-0.9839653598","-0.95455760315","-0.931292217","-0.95455760315","-0.931292217","-0.9700957717","-0.960786431","-0.9302364626","-0.947031782","-0.985068502","-0.982698214","-0.958802078","-0.9388833744","-0.967504279","-0.9524648815","-0.9463809711","-0.962154454","-0.27419461877"," 0.3662314490"," 0.20132959198","-0.9785424574","-0.9439699872","-0.975383329","-0.9800792926","-0.9443668817","-0.9802612363"," 0.1824364832"," 9.8742884e-02"," 0.0770211165","-0.967203736","-0.972187839","-0.961479263","-0.97509474","-0.956182500","-0.965807467","-0.0660921824","-0.5268899956"," 0.15288631160","-0.9393897013","-0.93718797596","-0.9622871254","-0.958037119","-0.96155666019","-0.947100325","-0.983609073","-0.982543632","-2.3577525e-03","-0.01550375681"," 0.00712960530"," 3.6656731e-02"," 0.55348976","-7.6321717e-01","-0.22979043293"
" 5","Laying","0.27833433","-0.0183042123","-0.107937604","-0.9659345096","-0.9692956133","-0.9685625163","-0.48347060"," 0.9548903462"," 0.2636446919","-0.94569534","-0.98596405","-0.97707665","0.084816482"," 7.4746083e-03","-3.0406716e-03","-0.9833078621","-0.9645604310","-0.985419368","-0.0218935014","-0.0798709596"," 0.15989436694","-0.979498707","-0.9774273706","-0.960583777","-0.102114125","-0.040444693","-0.0708309688","-0.983422258","-0.983759479","-0.9896795923","-0.96677788288","-0.958612786","-0.96677788288","-0.958612786","-0.9801412538","-0.977477145","-0.9469383006","-0.958287922","-0.986419423","-0.983771380","-0.968741678","-0.9654195210","-0.977007725","-0.9649538937","-0.9729091867","-0.965882191","-0.13563245408"," 0.4665282318"," 0.13231087128","-0.9826896571","-0.9653285662","-0.983250309","-0.9856252704","-0.9662425800","-0.9861355990"," 0.2399151573"," 1.9567734e-01"," 0.0916938788","-0.975797492","-0.978249646","-0.963202948","-0.98070577","-0.977257801","-0.963305738","-0.0227235857"," 0.0681248477"," 0.04136002810","-0.9622349840","-0.96252536942","-0.9773563798","-0.976381935","-0.96825706885","-0.959263063","-0.984618026","-0.983434493"," 2.1209193e-02"," 0.05536479635","-0.00581288917","-3.4442026e-02"," 0.59873266","-8.2529986e-01","-0.16814632673"
